id,original_language,spoken_languages
262500,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
39385,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
118412,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
113082,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
144288,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
20377,en,[]
69619,en,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
275060,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
276401,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
168259,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
140441,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
23155,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
75848,en,[]
26340,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
112058,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10580,he,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}]"
23504,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
120386,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
40040,fr,"[{'iso_639_1': 'en', 'name': 'English'}]"
267793,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
78402,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
13015,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
52980,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
52874,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
64912,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
52979,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
80527,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1269,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
51450,fr,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'nl', 'name': 'Nederlands'}]"
81086,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
16119,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
204712,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
11179,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
33719,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
50166,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
5833,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
1615,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
1616,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
11084,nl,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]"
24696,en,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]"
9497,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
9337,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
9514,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
9496,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
10036,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
9572,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
293771,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
35428,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
9478,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
10470,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
10010,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9565,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
15674,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
52827,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
221732,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
221731,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
293572,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
61117,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
52736,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
58219,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
321528,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
9803,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
36696,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
58242,en,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'en', 'name': 'English'}]"
256961,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
274415,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
20036,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
28855,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
214464,en,[]
14572,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
260310,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
290865,ko,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
12697,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
329540,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
290043,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
21461,en,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
315367,sv,"[{'iso_639_1': 'sv', 'name': 'svenska'}]"
28904,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
73529,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
2012-09-29,68.0,
297270,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
175112,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36897,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
327418,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
321494,en,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]"
39412,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
40978,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
146047,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
61108,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
40348,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
39965,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
28682,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
28324,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
28325,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
28574,it,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
259072,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
30997,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
13284,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
34134,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
91342,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
196254,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16962,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13285,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18198,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
249070,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
21671,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
44683,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
314407,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
254470,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
101652,it,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
34312,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
145221,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
21614,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
28746,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
65497,fr,"[{'iso_639_1': 'en', 'name': 'English'}]"
94365,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
5061,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
5056,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26181,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
294544,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
25936,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
20963,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
20359,en,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
14394,en,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
20968,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
13179,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
43646,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
43648,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
43649,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
161545,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
146045,et,"[{'iso_639_1': 'et', 'name': 'Eesti'}]"
46809,en,"[{'iso_639_1': 'et', 'name': 'Eesti'}]"
146030,en,"[{'iso_639_1': 'et', 'name': 'Eesti'}]"
199374,de,"[{'iso_639_1': 'da', 'name': 'Dansk'}]"
9288,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26357,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
58333,hi,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
219572,cn,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
39060,id,"[{'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]"
58404,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
55960,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
131634,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
272878,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
262504,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
259316,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
38700,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
289239,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
24020,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
62527,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
28601,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
34766,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
29742,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
34765,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
63178,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
80374,it,[]
51912,en,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
56920,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
58701,it,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
11048,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
11053,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
11055,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
328111,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18839,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
321068,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
47933,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
188927,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
30780,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
19951,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
15724,cn,"[{'iso_639_1': 'zh', 'name': '普通话'}]"
196032,sv,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'hr', 'name': 'Hrvatski'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'sv', 'name': 'svenska'}]"
338100,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
46513,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
5064,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
19670,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
75744,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
44977,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
38594,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
14194,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
70006,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
214756,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16318,ko,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
211672,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
264085,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
19792,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36896,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
21316,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10578,en,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]"
27847,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14503,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
14212,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
35626,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15338,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10704,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15262,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
36692,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
206647,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
36779,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
17922,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
58188,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
10579,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ro', 'name': 'Română'}]"
64325,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
75623,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]"
14913,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
138372,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
60038,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
33274,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
331446,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
297291,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
34509,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
34513,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14092,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
16774,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
51786,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
23289,da,"[{'iso_639_1': 'da', 'name': 'Dansk'}]"
26809,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
42979,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
60293,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
335753,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
204912,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36218,ja,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
5086,en,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
139659,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16846,fr,"[{'iso_639_1': 'en', 'name': 'English'}]"
110588,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
231082,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
182873,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
296099,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
227679,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
39057,ja,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
25961,ja,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
34067,ja,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
226140,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
228358,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
309063,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
105680,cn,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
309887,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
33723,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
209112,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
286548,en,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]"
118406,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
41993,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
24686,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
343977,en,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
72972,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]"
14787,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
42246,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
43956,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'sv', 'name': 'svenska'}]"
199753,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
139374,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
39408,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
115290,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
207454,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
264999,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
65973,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
303857,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
85038,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
58444,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
22182,en,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
56014,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
15681,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
56339,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
18441,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
336560,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
40039,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
335970,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
120475,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
60843,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
83473,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3602,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
62931,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
336211,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
348191,en,[]
71392,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
19725,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
40127,th,"[{'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
14021,ja,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
55470,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
69599,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
256040,te,"[{'iso_639_1': 'ml', 'name': ''}, {'iso_639_1': 'te', 'name': 'తెలుగు'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'ta', 'name': 'தமிழ்'}]"
16808,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
212996,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
294562,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
344147,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
60898,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
8460,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10594,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
212168,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
240341,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
279254,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
209049,zh,"[{'iso_639_1': 'zh', 'name': '普通话'}]"
211711,zh,"[{'iso_639_1': 'zh', 'name': '普通话'}]"
270842,zh,"[{'iso_639_1': 'zh', 'name': '普通话'}]"
49321,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
41669,it,[]
41668,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
41665,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
37770,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
41664,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
38315,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
38313,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
38310,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
26285,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
24161,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
220436,en,"[{'iso_639_1': 'sv', 'name': 'svenska'}]"
342917,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]"
277217,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
192911,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15657,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
47292,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
25161,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
39229,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
39230,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
25423,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
252520,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
7092,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
154207,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
25180,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
29055,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
27010,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
29054,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
20435,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
51881,en,[]
278604,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
20183,en,[]
105073,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13204,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
23280,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
283445,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
52485,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
200580,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
124471,zh,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
257932,zh,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
23903,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
135858,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
45940,bn,"[{'iso_639_1': 'bn', 'name': 'বাংলা'}]"
152042,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
13430,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
295830,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
30575,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
37100,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
28460,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
94052,en,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
53129,ru,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
52761,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
193502,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
75634,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
115873,hi,"[{'iso_639_1': 'ur', 'name': 'اردو'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
42949,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
33787,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
41241,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
58625,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
76940,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
20044,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
12448,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
204342,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
20947,en,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
